# Database Output
# UBC University of British Columbia
# JUNE 22 2015 14:35
#
# Time indicated in PST (GMT-8)
# Times indicate end of averaging period
#
# BSPA Basel - Spalenring         610360/267140 278m
#
# 00 BSPAAHA1 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 01 BSPAAHA2 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 02 BSPAAHA3 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 03 BSPAAHA4 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 04 BSPAAHA5 Basel - Spalenring : Absolute Humidity  22.90m [g/m3]
# 05 BSPAAHA7 Basel - Spalenring : Absolute Humidity  32.90m [g/m3]
#
                ,      BSPAAHA1,      BSPAAHA2,      BSPAAHA3,      BSPAAHA4,      BSPAAHA5,      BSPAAHA7
16.06.2002 21:40,        15.796,        15.095,        15.665,        15.895,        15.592,        15.868
16.06.2002 21:50,        15.663,        14.968,        15.626,        15.840,        15.540,        15.911
16.06.2002 22:00,        15.773,        15.065,        15.671,        15.899,        15.584,        16.022
16.06.2002 22:10,        15.532,        14.828,        15.152,        15.351,        15.001,        15.325
16.06.2002 22:20,        14.917,        14.236,        14.838,        15.129,        14.821,        15.183
16.06.2002 22:30,        14.867,        14.149,        14.764,        15.039,        14.707,        15.067
16.06.2002 22:40,        14.765,        14.101,        14.692,        14.938,        14.672,        15.045
16.06.2002 22:50,        14.745,        14.076,        14.682,        14.928,        14.623,        14.968
16.06.2002 23:00,        14.629,        13.973,        14.554,        14.801,        14.459,        14.829
16.06.2002 23:10,        14.557,        13.890,        14.525,        14.773,        14.484,        14.828
16.06.2002 23:20,        14.589,        13.967,        14.483,        14.691,        14.481,        14.771
16.06.2002 23:30,        14.568,        13.904,        14.500,        14.705,        14.470,        14.851
16.06.2002 23:40,        14.561,        13.885,        14.505,        14.660,        14.412,        14.767
16.06.2002 23:50,        14.502,        13.881,        14.525,        14.641,        14.432,        14.748
17.06.2002 00:00,        14.507,        13.839,        14.454,        14.646,        14.399,        14.728
17.06.2002 00:10,        14.466,        13.862,        14.477,        14.669,        14.422,        14.737
17.06.2002 00:20,        14.523,        13.862,        14.455,        14.584,        14.377,        14.690
17.06.2002 00:30,        14.384,        13.763,        14.344,        14.563,        14.342,        14.592
17.06.2002 00:40,        14.313,        13.677,        14.272,        14.503,        14.245,        14.481
17.06.2002 00:50,        14.338,        13.701,        14.248,        14.465,        14.245,        14.481
17.06.2002 01:00,        14.226,        13.664,        14.241,        14.458,        14.214,        14.488
17.06.2002 01:10,        14.205,        13.603,        14.207,        14.437,        14.180,        14.453
17.06.2002 01:20,        14.163,        13.536,        14.125,        14.303,        14.084,        14.319
17.06.2002 01:30,        13.912,        13.276,        13.778,        14.033,        13.779,        14.035
17.06.2002 01:40,        13.769,        13.154,        13.702,        13.942,        13.696,        13.958
17.06.2002 01:50,        13.696,        13.164,        13.724,        13.912,        13.699,        13.942
17.06.2002 02:00,        13.684,        13.160,        13.639,        13.891,        13.673,        13.911
17.06.2002 02:10,        13.657,        13.045,        13.629,        13.837,        13.605,        13.847
17.06.2002 02:20,        13.581,        12.962,        13.509,        13.737,        13.519,        13.746
17.06.2002 02:30,        13.524,        12.952,        13.473,        13.676,        13.459,        13.707
17.06.2002 02:40,        13.455,        12.858,        13.374,        13.576,        13.367,        13.581
17.06.2002 02:50,        13.357,        12.784,        13.310,        13.511,        13.310,        13.533
17.06.2002 03:00,        13.278,        12.695,        13.230,        13.438,        13.237,        13.487
17.06.2002 03:10,        13.202,        12.654,        13.203,        13.354,        13.165,        13.415
17.06.2002 03:20,        13.176,        12.621,        13.155,        13.287,        13.106,        13.366
17.06.2002 03:30,        13.122,        12.569,        13.119,        13.237,        13.053,        13.295
17.06.2002 03:40,        13.063,        12.547,        13.067,        13.202,        13.032,        13.236
17.06.2002 03:50,        13.063,        12.516,        13.045,        13.168,        13.015,        13.223
17.06.2002 04:00,        13.005,        12.487,        13.005,        13.144,        12.989,        13.228
17.06.2002 04:10,        13.038,        12.485,        13.011,        13.162,        12.968,        13.225
17.06.2002 04:20,        12.977,        12.434,        12.991,        13.133,        12.961,        13.185
17.06.2002 04:30,        13.009,        12.424,        12.969,        13.125,        12.956,        13.152
17.06.2002 04:40,        13.025,        12.419,        12.986,        13.160,        12.959,        13.187
17.06.2002 04:50,        13.052,        12.490,        13.021,        13.202,        13.014,        13.225
17.06.2002 05:00,        13.030,        12.429,        13.001,        13.179,        12.998,        13.190
17.06.2002 05:10,        12.978,        12.382,        12.921,        13.123,        12.908,        13.105
17.06.2002 05:20,        12.928,        12.354,        12.894,        13.077,        12.877,        13.075
17.06.2002 05:30,        12.929,        12.364,        12.867,        13.075,        12.857,        13.041
17.06.2002 05:40,        12.931,        12.355,        12.855,        13.053,        12.845,        13.040
17.06.2002 05:50,        12.930,        12.348,        12.839,        13.044,        12.829,        13.054
17.06.2002 06:00,        12.991,        12.376,        12.872,        13.064,        12.855,        13.085
17.06.2002 06:10,        12.989,        12.399,        12.917,        13.087,        12.874,        13.134
17.06.2002 06:20,        13.003,        12.416,        12.923,        13.136,        12.916,        13.189
17.06.2002 06:30,        13.009,        12.449,        12.934,        13.152,        12.921,        13.195
17.06.2002 06:40,        13.019,        12.423,        12.933,        13.167,        12.922,        13.180
17.06.2002 06:50,        13.069,        12.432,        12.957,        13.224,        12.969,        13.233
17.06.2002 07:00,        13.140,        12.547,        13.053,        13.306,        13.038,        13.296
17.06.2002 07:10,        13.231,        12.627,        13.138,        13.367,        13.080,        13.436
17.06.2002 07:20,        13.331,        12.635,        13.204,        13.476,        13.170,        13.481
17.06.2002 07:30,        13.492,        12.852,        13.387,        13.621,        13.320,        13.696
17.06.2002 07:40,        13.527,        12.879,        13.451,        13.733,        13.431,        13.785
17.06.2002 07:50,        13.731,        13.088,        13.644,        13.918,        13.626,        14.006
17.06.2002 08:00,        13.910,        13.252,        13.797,        14.108,        13.827,        14.185
17.06.2002 08:10,        14.001,        13.339,        13.849,        14.161,        13.841,        14.249
17.06.2002 08:20,        14.030,        13.359,        13.936,        14.239,        13.915,        14.287
17.06.2002 08:30,        14.176,        13.463,        14.052,        14.384,        14.006,        14.432
17.06.2002 08:40,        14.321,        13.568,        14.214,        14.512,        14.131,        14.587
17.06.2002 08:50,        14.430,        13.733,        14.283,        14.594,        14.251,        14.695
17.06.2002 09:00,        14.585,        13.949,        14.497,        14.865,        14.462,        14.975
17.06.2002 09:10,        14.711,        14.058,        14.584,        14.915,        14.539,        15.041
17.06.2002 09:20,        14.774,        14.063,        14.526,        14.883,        14.439,        14.969
17.06.2002 09:30,        14.690,        13.965,        14.510,        14.788,        14.344,        14.914
17.06.2002 09:40,        14.785,        13.951,        14.536,        14.878,        14.444,        14.977
17.06.2002 09:50,        14.540,        13.763,        14.295,        14.676,        14.273,        14.790
17.06.2002 10:00,        14.701,        13.891,        14.507,        14.890,        14.454,        14.989
17.06.2002 10:10,        14.660,        13.809,        14.588,        14.849,        14.399,        15.003
17.06.2002 10:20,        14.389,        13.594,        14.250,        14.619,        14.117,        14.745
17.06.2002 10:30,        14.254,        13.459,        14.266,        14.415,        13.809,        14.502
17.06.2002 10:40,        13.729,        13.009,        13.807,        14.159,        13.580,        14.367
17.06.2002 10:50,        13.569,        12.766,        13.098,        13.515,        12.865,        13.669
17.06.2002 11:00,        12.479,        11.521,        12.138,        12.705,        12.042,        12.887
17.06.2002 11:10,        12.399,        11.532,        12.175,        12.705,        12.002,        12.834
17.06.2002 11:20,        12.371,        11.435,        12.055,        12.650,        11.880,        12.674
17.06.2002 11:30,        12.437,        11.585,        12.277,        12.900,        12.190,        13.042
17.06.2002 11:40,        13.067,        12.155,        12.955,        13.407,        12.659,        13.495
17.06.2002 11:50,        12.584,        11.776,        12.316,        12.873,        12.106,        12.975
17.06.2002 12:00,        11.725,        10.781,        11.594,        12.251,        11.428,        12.314
17.06.2002 12:10,        10.882,        10.038,        11.231,        11.442,        10.564,        11.534
17.06.2002 12:20,        10.768,         9.851,        10.652,        11.171,        10.284,        11.237
17.06.2002 12:30,        11.007,        10.090,        11.126,        11.621,        10.710,        11.816
